Account,As_of_date,Company,AU,Currency,Primary Account,Secondary Account,GL Balance,ihub balnce,Balance Difference,Match Status,Comments,Anomaly
1619288,26-07-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2066600.00,743000.00,-1323600.00,Match,huge spike,
1619288,06-08-2024,10001,1234,USD,All Other Loans,Principal,2068000.00,743500.00,-1324500.00,Break,inline with previous balance,
1619288,17-08-2024,10001,1234,USD,All Other Loans,Principal,2069400.00,744000.00,-1325400.00,Match,inconsistane variations,
1619288,28-08-2024,10001,1234,USD,All Other Loans,Defferred Costs,2070800.00,744500.00,-1326300.00,Break,consistannt increase or decrese,
1619288,08-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2072200.00,745000.00,-1327200.00,Match,normal,
1619288,19-09-2024,10001,1234,USD,All Other Loans,Principal,2073600.00,745500.00,-1328100.00,Break,huge spike,
1619288,30-09-2024,10001,1234,USD,All Other Loans,Principal,2075000.00,746000.00,-1329000.00,Match,inline with previous balance,
1619288,11-10-2024,10001,1234,USD,All Other Loans,Defferred Costs,2076400.00,746500.00,-1329900.00,Break,inconsistane variations,
1619288,22-10-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2077800.00,747000.00,-1330800.00,Match,consistannt increase or decrese,
1619288,02-11-2024,10001,1234,USD,All Other Loans,Principal,2079200.00,747500.00,-1331700.00,Break,normal,
1619288,13-11-2024,10001,1234,USD,All Other Loans,Principal,2080600.00,748000.00,-1332600.00,Match,huge spike,
1619288,24-11-2024,10001,1234,USD,All Other Loans,Defferred Costs,2082000.00,748500.00,-1333500.00,Break,inline with previous balance,
1619288,05-12-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2083400.00,749000.00,-1334400.00,Match,inconsistane variations,
1619288,16-12-2024,10001,1234,USD,All Other Loans,Principal,2084800.00,749500.00,-1335300.00,Break,consistannt increase or decrese,
1619288,27-12-2024,10001,1234,USD,All Other Loans,Principal,2086200.00,750000.00,-1336200.00,Match,normal,
1619288,07-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,2087600.00,750500.00,-1337100.00,Break,huge spike,
1619288,18-01-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2089000.00,751000.00,-1338000.00,Match,inline with previous balance,
1619288,29-01-2024,10001,1234,USD,All Other Loans,Principal,2090400.00,751500.00,-1338900.00,Break,inconsistane variations,
1619288,09-02-2024,10001,1234,USD,All Other Loans,Principal,2091800.00,752000.00,-1339800.00,Match,consistannt increase or decrese,
1619288,20-02-2024,10001,1234,USD,All Other Loans,Defferred Costs,2093200.00,752500.00,-1340700.00,Break,normal,
1619288,03-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2094600.00,753000.00,-1341600.00,Match,huge spike,
1619288,14-03-2024,10001,1234,USD,All Other Loans,Principal,2096000.00,753500.00,-1342500.00,Break,inline with previous balance,
1619288,25-03-2024,10001,1234,USD,All Other Loans,Principal,2097400.00,754000.00,-1343400.00,Match,inconsistane variations,
1619288,05-04-2024,10001,1234,USD,All Other Loans,Defferred Costs,2098800.00,754500.00,-1344300.00,Break,consistannt increase or decrese,
1619288,16-04-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2100200.00,755000.00,-1345200.00,Match,normal,
1619288,27-04-2024,10001,1234,USD,All Other Loans,Principal,2101600.00,755500.00,-1346100.00,Break,huge spike,
1619288,08-05-2024,10001,1234,USD,All Other Loans,Principal,2103000.00,756000.00,-1347000.00,Match,inline with previous balance,
1619288,19-05-2024,10001,1234,USD,All Other Loans,Defferred Costs,2104400.00,756500.00,-1347900.00,Break,inconsistane variations,
1619288,30-05-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2105800.00,757000.00,-1348800.00,Match,consistannt increase or decrese,
1619288,10-06-2024,10001,1234,USD,All Other Loans,Principal,2107200.00,757500.00,-1349700.00,Break,normal,
1619288,21-06-2024,10001,1234,USD,All Other Loans,Principal,2108600.00,758000.00,-1350600.00,Match,huge spike,
1619288,02-07-2024,10001,1234,USD,All Other Loans,Defferred Costs,2110000.00,758500.00,-1351500.00,Break,inline with previous balance,
1619288,13-07-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2111400.00,759000.00,-1352400.00,Match,inconsistane variations,
1619288,24-07-2024,10001,1234,USD,All Other Loans,Principal,2112800.00,759500.00,-1353300.00,Break,consistannt increase or decrese,
1619288,04-08-2024,10001,1234,USD,All Other Loans,Principal,2114200.00,760000.00,-1354200.00,Match,normal,
1619288,15-08-2024,10001,1234,USD,All Other Loans,Defferred Costs,2115600.00,760500.00,-1355100.00,Break,huge spike,
1619288,26-08-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2117000.00,761000.00,-1356000.00,Match,inline with previous balance,
1619288,06-09-2024,10001,1234,USD,All Other Loans,Principal,2118400.00,761500.00,-1356900.00,Break,inconsistane variations,
1619288,17-09-2024,10001,1234,USD,All Other Loans,Principal,2119800.00,762000.00,-1357800.00,Match,consistannt increase or decrese,
1619288,28-09-2024,10001,1234,USD,All Other Loans,Defferred Costs,2121200.00,762500.00,-1358700.00,Break,normal,
1619288,09-10-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2122600.00,763000.00,-1359600.00,Match,huge spike,
1619288,20-10-2024,10001,1234,USD,All Other Loans,Principal,2124000.00,763500.00,-1360500.00,Break,inline with previous balance,
1619288,31-10-2024,10001,1234,USD,All Other Loans,Principal,2125400.00,764000.00,-1361400.00,Match,inconsistane variations,
1619288,11-11-2024,10001,1234,USD,All Other Loans,Defferred Costs,2126800.00,764500.00,-1362300.00,Break,consistannt increase or decrese,
1619288,22-11-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2128200.00,765000.00,-1363200.00,Match,normal,
1619288,03-12-2024,10001,1234,USD,All Other Loans,Principal,2129600.00,765500.00,-1364100.00,Break,huge spike,
1619288,14-12-2024,10001,1234,USD,All Other Loans,Principal,2131000.00,766000.00,-1365000.00,Match,inline with previous balance,
1619288,25-12-2024,10001,1234,USD,All Other Loans,Defferred Costs,2132400.00,766500.00,-1365900.00,Break,inconsistane variations,
1619288,05-01-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2133800.00,767000.00,-1366800.00,Match,consistannt increase or decrese,
1619288,16-01-2024,10001,1234,USD,All Other Loans,Principal,2135200.00,767500.00,-1367700.00,Break,normal,
1619288,27-01-2024,10001,1234,USD,All Other Loans,Principal,2136600.00,768000.00,-1368600.00,Match,huge spike,
1619288,07-02-2024,10001,1234,USD,All Other Loans,Defferred Costs,2138000.00,768500.00,-1369500.00,Break,inline with previous balance,
1619288,18-02-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2139400.00,769000.00,-1370400.00,Match,inconsistane variations,
1619288,01-03-2024,10001,1234,USD,All Other Loans,Principal,2140800.00,769500.00,-1371300.00,Break,consistannt increase or decrese,
1619288,12-03-2024,10001,1234,USD,All Other Loans,Principal,2142200.00,770000.00,-1372200.00,Match,normal,
1619288,23-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,2143600.00,770500.00,-1373100.00,Break,huge spike,
1619288,03-04-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2145000.00,771000.00,-1374000.00,Match,inline with previous balance,
1619288,14-04-2024,10001,1234,USD,All Other Loans,Principal,2146400.00,771500.00,-1374900.00,Break,inconsistane variations,
1619288,25-04-2024,10001,1234,USD,All Other Loans,Principal,2147800.00,772000.00,-1375800.00,Match,consistannt increase or decrese,
1619288,06-05-2024,10001,1234,USD,All Other Loans,Defferred Costs,2149200.00,772500.00,-1376700.00,Break,normal,
1619288,17-05-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2150600.00,773000.00,-1377600.00,Match,huge spike,
1619288,28-05-2024,10001,1234,USD,All Other Loans,Principal,2152000.00,773500.00,-1378500.00,Break,inline with previous balance,
1619288,08-06-2024,10001,1234,USD,All Other Loans,Principal,2153400.00,774000.00,-1379400.00,Match,inconsistane variations,
1619288,19-06-2024,10001,1234,USD,All Other Loans,Defferred Costs,2154800.00,774500.00,-1380300.00,Break,consistannt increase or decrese,
1619288,30-06-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2156200.00,775000.00,-1381200.00,Match,normal,
1619288,11-07-2024,10001,1234,USD,All Other Loans,Principal,2157600.00,775500.00,-1382100.00,Break,huge spike,
1619288,22-07-2024,10001,1234,USD,All Other Loans,Principal,2159000.00,776000.00,-1383000.00,Match,inline with previous balance,
1619288,02-08-2024,10001,1234,USD,All Other Loans,Defferred Costs,2160400.00,776500.00,-1383900.00,Break,inconsistane variations,
1619288,13-08-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2161800.00,777000.00,-1384800.00,Match,consistannt increase or decrese,
1619288,24-08-2024,10001,1234,USD,All Other Loans,Principal,2163200.00,777500.00,-1385700.00,Break,normal,
1619288,04-09-2024,10001,1234,USD,All Other Loans,Principal,2164600.00,778000.00,-1386600.00,Match,huge spike,
1619288,15-09-2024,10001,1234,USD,All Other Loans,Defferred Costs,2166000.00,778500.00,-1387500.00,Break,inline with previous balance,
1619288,26-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2167400.00,779000.00,-1388400.00,Match,inconsistane variations,
1619288,07-10-2024,10001,1234,USD,All Other Loans,Principal,2168800.00,779500.00,-1389300.00,Break,consistannt increase or decrese,
1619288,18-10-2024,10001,1234,USD,All Other Loans,Principal,2170200.00,780000.00,-1390200.00,Match,normal,
1619288,29-10-2024,10001,1234,USD,All Other Loans,Defferred Costs,2171600.00,780500.00,-1391100.00,Break,huge spike,
1619288,09-11-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2173000.00,781000.00,-1392000.00,Match,inline with previous balance,
1619288,20-11-2024,10001,1234,USD,All Other Loans,Principal,2174400.00,781500.00,-1392900.00,Break,inconsistane variations,
1619288,01-12-2024,10001,1234,USD,All Other Loans,Principal,2175800.00,782000.00,-1393800.00,Match,consistannt increase or decrese,
1619288,12-12-2024,10001,1234,USD,All Other Loans,Defferred Costs,2177200.00,782500.00,-1394700.00,Break,normal,
1619288,23-12-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2178600.00,783000.00,-1395600.00,Match,huge spike,
1619288,03-01-2024,10001,1234,USD,All Other Loans,Principal,2180000.00,783500.00,-1396500.00,Break,inline with previous balance,
1619288,14-01-2024,10001,1234,USD,All Other Loans,Principal,2181400.00,784000.00,-1397400.00,Match,inconsistane variations,
1619288,25-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,2182800.00,784500.00,-1398300.00,Break,consistannt increase or decrese,
1619288,05-02-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2184200.00,785000.00,-1399200.00,Match,normal,
1619288,16-02-2024,10001,1234,USD,All Other Loans,Principal,2185600.00,785500.00,-1400100.00,Break,huge spike,
1619288,27-02-2024,10001,1234,USD,All Other Loans,Principal,2187000.00,786000.00,-1401000.00,Match,inline with previous balance,
1619288,10-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,2188400.00,786500.00,-1401900.00,Break,inconsistane variations,
1619288,21-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2189800.00,787000.00,-1402800.00,Match,consistannt increase or decrese,
1619288,01-04-2024,10001,1234,USD,All Other Loans,Principal,2191200.00,787500.00,-1403700.00,Break,normal,
1619288,12-04-2024,10001,1234,USD,All Other Loans,Principal,2192600.00,788000.00,-1404600.00,Match,huge spike,
1619288,23-04-2024,10001,1234,USD,All Other Loans,Defferred Costs,2194000.00,788500.00,-1405500.00,Break,inline with previous balance,
1619288,04-05-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2195400.00,789000.00,-1406400.00,Match,inconsistane variations,
1619288,15-05-2024,10001,1234,USD,All Other Loans,Principal,2196800.00,789500.00,-1407300.00,Break,consistannt increase or decrese,
1619288,26-05-2024,10001,1234,USD,All Other Loans,Principal,2198200.00,790000.00,-1408200.00,Match,normal,
1619288,06-06-2024,10001,1234,USD,All Other Loans,Defferred Costs,2199600.00,790500.00,-1409100.00,Break,huge spike,
1619288,17-06-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2201000.00,791000.00,-1410000.00,Match,inline with previous balance,
1619288,28-06-2024,10001,1234,USD,All Other Loans,Principal,2202400.00,791500.00,-1410900.00,Break,inconsistane variations,
1619288,09-07-2024,10001,1234,USD,All Other Loans,Principal,2202400.00,792000.00,-1410400.00,Match,consistannt increase or decrese,
1619288,20-07-2024,10001,1234,USD,All Other Loans,Defferred Costs,2202400.00,792500.00,-1409900.00,Break,normal,
1619288,31-07-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2206600.00,793000.00,-1413600.00,Match,huge spike,
1619288,11-08-2024,10001,1234,USD,All Other Loans,Principal,2208000.00,793500.00,-1414500.00,Break,inline with previous balance,
1619288,22-08-2024,10001,1234,USD,All Other Loans,Principal,2209400.00,794000.00,-1415400.00,Match,inconsistane variations,
1619288,02-09-2024,10001,1234,USD,All Other Loans,Defferred Costs,2210800.00,794500.00,-1416300.00,Break,consistannt increase or decrese,
1619288,13-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2212200.00,795000.00,-1417200.00,Match,normal,
1619288,24-09-2024,10001,1234,USD,All Other Loans,Principal,2213600.00,795500.00,-1418100.00,Break,huge spike,
1619288,05-10-2024,10001,1234,USD,All Other Loans,Principal,2215000.00,796000.00,-1419000.00,Match,inline with previous balance,
1619288,16-10-2024,10001,1234,USD,All Other Loans,Defferred Costs,2216400.00,796500.00,-1419900.00,Break,inconsistane variations,
1619288,27-10-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2217800.00,797000.00,-1420800.00,Match,consistannt increase or decrese,
1619288,07-11-2024,10001,1234,USD,All Other Loans,Principal,2219200.00,797500.00,-1421700.00,Break,normal,
1619288,18-11-2024,10001,1234,USD,All Other Loans,Principal,2220600.00,798000.00,-1422600.00,Match,huge spike,
1619288,29-11-2024,10001,1234,USD,All Other Loans,Defferred Costs,2222000.00,798500.00,-1423500.00,Break,inline with previous balance,
1619288,10-12-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2223400.00,799000.00,-1424400.00,Match,inconsistane variations,
1619288,21-12-2024,10001,1234,USD,All Other Loans,Principal,2224800.00,799500.00,-1425300.00,Break,consistannt increase or decrese,
1619288,01-01-2024,10001,1234,USD,All Other Loans,Principal,2226200.00,800000.00,-1426200.00,Match,normal,
1619288,12-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,2227600.00,800500.00,-1427100.00,Break,huge spike,
1619288,23-01-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2229000.00,801000.00,-1428000.00,Match,inline with previous balance,
1619288,03-02-2024,10001,1234,USD,All Other Loans,Principal,2230400.00,801500.00,-1428900.00,Break,inconsistane variations,
1619288,14-02-2024,10001,1234,USD,All Other Loans,Principal,2231800.00,802000.00,-1429800.00,Match,consistannt increase or decrese,
1619288,25-02-2024,10001,1234,USD,All Other Loans,Defferred Costs,2233200.00,802500.00,-1430700.00,Break,normal,
1619288,07-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2234600.00,803000.00,-1431600.00,Match,huge spike,
1619288,18-03-2024,10001,1234,USD,All Other Loans,Principal,2236000.00,803500.00,-1432500.00,Break,inline with previous balance,
1619288,29-03-2024,10001,1234,USD,All Other Loans,Principal,2237400.00,804000.00,-1433400.00,Match,inconsistane variations,
1619288,09-04-2024,10001,1234,USD,All Other Loans,Defferred Costs,2238800.00,804500.00,-1434300.00,Break,consistannt increase or decrese,
1619288,20-04-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2240200.00,805000.00,-1435200.00,Match,normal,
1619288,01-05-2024,10001,1234,USD,All Other Loans,Principal,2241600.00,805500.00,-1436100.00,Break,huge spike,
1619288,12-05-2024,10001,1234,USD,All Other Loans,Principal,2243000.00,806000.00,-1437000.00,Match,inline with previous balance,
1619288,23-05-2024,10001,1234,USD,All Other Loans,Defferred Costs,2244400.00,806500.00,-1437900.00,Break,inconsistane variations,
1619288,03-06-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2245800.00,807000.00,-1438800.00,Match,consistannt increase or decrese,
1619288,14-06-2024,10001,1234,USD,All Other Loans,Principal,2247200.00,807500.00,-1439700.00,Break,normal,
1619288,25-06-2024,10001,1234,USD,All Other Loans,Principal,2248600.00,808000.00,-1440600.00,Match,huge spike,
1619288,06-07-2024,10001,1234,USD,All Other Loans,Defferred Costs,2250000.00,808500.00,-1441500.00,Break,inline with previous balance,
1619288,17-07-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2251400.00,809000.00,-1442400.00,Match,inconsistane variations,
1619288,28-07-2024,10001,1234,USD,All Other Loans,Principal,2252800.00,809500.00,-1443300.00,Break,consistannt increase or decrese,
1619288,08-08-2024,10001,1234,USD,All Other Loans,Principal,2254200.00,810000.00,-1444200.00,Match,normal,
1619288,19-08-2024,10001,1234,USD,All Other Loans,Defferred Costs,2255600.00,810500.00,-1445100.00,Break,huge spike,
1619288,30-08-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2257000.00,811000.00,-1446000.00,Match,inline with previous balance,
1619288,10-09-2024,10001,1234,USD,All Other Loans,Principal,2258400.00,811500.00,-1446900.00,Break,inconsistane variations,
1619288,21-09-2024,10001,1234,USD,All Other Loans,Principal,2259800.00,812000.00,-1447800.00,Match,consistannt increase or decrese,
1619288,02-10-2024,10001,1234,USD,All Other Loans,Defferred Costs,2261200.00,812500.00,-1448700.00,Break,normal,
1619288,13-10-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2262600.00,813000.00,-1449600.00,Match,huge spike,
1619288,24-10-2024,10001,1234,USD,All Other Loans,Principal,2264000.00,813500.00,-1450500.00,Break,inline with previous balance,
1619288,04-11-2024,10001,1234,USD,All Other Loans,Principal,2265400.00,814000.00,-1451400.00,Match,inconsistane variations,
1619288,15-11-2024,10001,1234,USD,All Other Loans,Defferred Costs,2266800.00,814500.00,-1452300.00,Break,consistannt increase or decrese,
1619288,26-11-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2268200.00,815000.00,-1453200.00,Match,normal,
1619288,07-12-2024,10001,1234,USD,All Other Loans,Principal,2269600.00,815500.00,-1454100.00,Break,huge spike,
1619288,18-12-2024,10001,1234,USD,All Other Loans,Principal,2271000.00,816000.00,-1455000.00,Match,inline with previous balance,
1619288,29-12-2024,10001,1234,USD,All Other Loans,Defferred Costs,2272400.00,816500.00,-1455900.00,Break,inconsistane variations,
1619288,09-01-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2273800.00,817000.00,-1456800.00,Match,consistannt increase or decrese,
1619288,20-01-2024,10001,1234,USD,All Other Loans,Principal,2275200.00,817500.00,-1457700.00,Break,normal,
1619288,31-01-2024,10001,1234,USD,All Other Loans,Principal,2276600.00,818000.00,-1458600.00,Match,huge spike,
1619288,11-02-2024,10001,1234,USD,All Other Loans,Defferred Costs,2278000.00,818500.00,-1459500.00,Break,inline with previous balance,
1619288,22-02-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2279400.00,819000.00,-1460400.00,Match,inconsistane variations,
1619288,05-03-2024,10001,1234,USD,All Other Loans,Principal,2280800.00,819500.00,-1461300.00,Break,consistannt increase or decrese,
1619288,16-03-2024,10001,1234,USD,All Other Loans,Principal,2282200.00,820000.00,-1462200.00,Match,normal,
1619288,27-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,2283600.00,820260.00,-1463340.00,Break,huge spike,
1619288,07-04-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2285000.00,821000.00,-1464000.00,Match,inline with previous balance,
1619288,18-04-2024,10001,1234,USD,All Other Loans,Principal,2286400.00,821500.00,-1464900.00,Break,inconsistane variations,
1619288,29-04-2024,10001,1234,USD,All Other Loans,Principal,2287800.00,822000.00,-1465800.00,Match,consistannt increase or decrese,
1619288,10-05-2024,10001,1234,USD,All Other Loans,Defferred Costs,2289200.00,822500.00,-1466700.00,Break,normal,
1619288,21-05-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2290600.00,823000.00,-1467600.00,Match,huge spike,
1619288,01-06-2024,10001,1234,USD,All Other Loans,Principal,2292000.00,823500.00,-1468500.00,Break,inline with previous balance,
1619288,12-06-2024,10001,1234,USD,All Other Loans,Principal,2293400.00,824000.00,-1469400.00,Match,inconsistane variations,
1619288,23-06-2024,10001,1234,USD,All Other Loans,Defferred Costs,2294800.00,824500.00,-1470300.00,Break,consistannt increase or decrese,
1619288,04-07-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2296200.00,825000.00,-1471200.00,Match,normal,
1619288,15-07-2024,10001,1234,USD,All Other Loans,Principal,2297600.00,825500.00,-1472100.00,Break,huge spike,
1619288,26-07-2024,10001,1234,USD,All Other Loans,Principal,2299000.00,826000.00,-1473000.00,Match,inline with previous balance,
1619288,06-08-2024,10001,1234,USD,All Other Loans,Defferred Costs,2300400.00,826500.00,-1473900.00,Break,inconsistane variations,
1619288,17-08-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2301800.00,827000.00,-1474800.00,Match,consistannt increase or decrese,
1619288,28-08-2024,10001,1234,USD,All Other Loans,Principal,2303200.00,827500.00,-1475700.00,Break,normal,
1619288,08-09-2024,10001,1234,USD,All Other Loans,Principal,2304600.00,828000.00,-1476600.00,Match,huge spike,
1619288,19-09-2024,10001,1234,USD,All Other Loans,Defferred Costs,2306000.00,828500.00,-1477500.00,Break,inline with previous balance,
1619288,30-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2307400.00,829000.00,-1478400.00,Match,inconsistane variations,
1619288,11-10-2024,10001,1234,USD,All Other Loans,Principal,2308800.00,829500.00,-1479300.00,Break,consistannt increase or decrese,
1619288,22-10-2024,10001,1234,USD,All Other Loans,Principal,2310200.00,830000.00,-1480200.00,Match,normal,
1619288,02-11-2024,10001,1234,USD,All Other Loans,Defferred Costs,2311600.00,830500.00,-1481100.00,Break,huge spike,
1619288,13-11-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2313000.00,831000.00,-1482000.00,Match,inline with previous balance,
1619288,24-11-2024,10001,1234,USD,All Other Loans,Principal,2314400.00,831500.00,-1482900.00,Break,inconsistane variations,
1619288,05-12-2024,10001,1234,USD,All Other Loans,Principal,2315800.00,832000.00,-1483800.00,Match,consistannt increase or decrese,
1619288,16-12-2024,10001,1234,USD,All Other Loans,Defferred Costs,2317200.00,832500.00,-1484700.00,Break,normal,
1619288,27-12-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2318600.00,833000.00,-1485600.00,Match,huge spike,
1619288,07-01-2024,10001,1234,USD,All Other Loans,Principal,2320000.00,833500.00,-1486500.00,Break,inline with previous balance,
1619288,18-01-2024,10001,1234,USD,All Other Loans,Principal,2321400.00,834000.00,-1487400.00,Match,inconsistane variations,
1619288,29-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,2322800.00,834500.00,-1488300.00,Break,consistannt increase or decrese,
1619288,09-02-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2324200.00,835000.00,-1489200.00,Match,normal,
1619288,20-02-2024,10001,1234,USD,All Other Loans,Principal,2325600.00,835500.00,-1490100.00,Break,huge spike,
1619288,03-03-2024,10001,1234,USD,All Other Loans,Principal,2327000.00,836000.00,-1491000.00,Match,inline with previous balance,
1619288,14-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,2328400.00,836500.00,-1491900.00,Break,inconsistane variations,
1619288,25-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2329800.00,837000.00,-1492800.00,Match,consistannt increase or decrese,
1619288,05-04-2024,10001,1234,USD,All Other Loans,Principal,2331200.00,837500.00,-1493700.00,Break,normal,
1619288,16-04-2024,10001,1234,USD,All Other Loans,Principal,2332600.00,838000.00,-1494600.00,Match,huge spike,
1619288,27-04-2024,10001,1234,USD,All Other Loans,Defferred Costs,2334000.00,838500.00,-1495500.00,Break,inline with previous balance,
1619288,08-05-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2335400.00,839000.00,-1496400.00,Match,inconsistane variations,
1619288,19-05-2024,10001,1234,USD,All Other Loans,Principal,2336800.00,839500.00,-1497300.00,Break,consistannt increase or decrese,
1619288,30-05-2024,10001,1234,USD,All Other Loans,Principal,2338200.00,840000.00,-1498200.00,Match,normal,
1619288,10-06-2024,10001,1234,USD,All Other Loans,Defferred Costs,2339600.00,840500.00,-1499100.00,Break,huge spike,
1619288,21-06-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2341000.00,841000.00,-1500000.00,Match,inline with previous balance,
1619288,02-07-2024,10001,1234,USD,All Other Loans,Principal,2342400.00,841500.00,-1500900.00,Break,inconsistane variations,
1619288,13-07-2024,10001,1234,USD,All Other Loans,Principal,2343800.00,842000.00,-1501800.00,Match,consistannt increase or decrese,
1619288,24-07-2024,10001,1234,USD,All Other Loans,Defferred Costs,2345200.00,842500.00,-1502700.00,Break,normal,
1619288,04-08-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2346600.00,843000.00,-1503600.00,Match,huge spike,
1619288,15-08-2024,10001,1234,USD,All Other Loans,Principal,2348000.00,843500.00,-1504500.00,Break,inline with previous balance,
1619288,26-08-2024,10001,1234,USD,All Other Loans,Principal,2349400.00,844000.00,-1505400.00,Match,inconsistane variations,
1619288,06-09-2024,10001,1234,USD,All Other Loans,Defferred Costs,2350800.00,844500.00,-1506300.00,Break,consistannt increase or decrese,
1619288,17-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2352200.00,845000.00,-1507200.00,Match,normal,
1619288,28-09-2024,10001,1234,USD,All Other Loans,Principal,2353600.00,845500.00,-1508100.00,Break,huge spike,
1619288,09-10-2024,10001,1234,USD,All Other Loans,Principal,2355000.00,846000.00,-1509000.00,Match,inline with previous balance,
1619288,20-10-2024,10001,1234,USD,All Other Loans,Defferred Costs,2356400.00,846500.00,-1509900.00,Break,inconsistane variations,
1619288,31-10-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2357800.00,847000.00,-1510800.00,Match,consistannt increase or decrese,
1619288,11-11-2024,10001,1234,USD,All Other Loans,Principal,2359200.00,847500.00,-1511700.00,Break,normal,
1619288,22-11-2024,10001,1234,USD,All Other Loans,Principal,2360600.00,848000.00,-1512600.00,Match,huge spike,
1619288,03-12-2024,10001,1234,USD,All Other Loans,Defferred Costs,2362000.00,848500.00,-1513500.00,Break,inline with previous balance,
1619288,14-12-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2363400.00,849000.00,-1514400.00,Match,inconsistane variations,
1619288,25-12-2024,10001,1234,USD,All Other Loans,Principal,2364800.00,849500.00,-1515300.00,Break,consistannt increase or decrese,
1619288,05-01-2024,10001,1234,USD,All Other Loans,Principal,2366200.00,850000.00,-1516200.00,Match,normal,
1619288,16-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,2367600.00,850500.00,-1517100.00,Break,huge spike,
1619288,27-01-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2369000.00,851000.00,-1518000.00,Match,inline with previous balance,
1619288,07-02-2024,10001,1234,USD,All Other Loans,Principal,2370400.00,851500.00,-1518900.00,Break,inconsistane variations,
1619288,18-02-2024,10001,1234,USD,All Other Loans,Principal,2371800.00,852000.00,-1519800.00,Match,consistannt increase or decrese,
1619288,01-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,2373200.00,852500.00,-1520700.00,Break,normal,
1619288,12-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,2374600.00,853000.00,-1521600.00,Match,huge spike,
1619288,23-03-2024,10001,1234,USD,All Other Loans,Principal,2376000.00,853500.00,-1522500.00,Break,inline with previous balance,
